Country,ISO3 Code,Date,Price (EUR/MWhe)
Lithuania,LTU,30/01/2015,38.98
Luxembourg,LUX,30/01/2015,38.29
Netherlands,NLD,30/01/2015,41.47
Norway,NOR,30/01/2015,30.26
Poland,POL,30/01/2015,37.2
Portugal,PRT,30/01/2015,33.17
Romania,ROU,30/01/2015,22.72
Slovakia,SVK,30/01/2015,38.42
Slovenia,SVN,30/01/2015,40.53
Spain,ESP,30/01/2015,32.94
Sweden,SWE,30/01/2015,30.3
Switzerland,CHE,30/01/2015,44
Austria,AUT,31/01/2015,29.78
Belgium,BEL,31/01/2015,42.38
Czechia,CZE,31/01/2015,29.9
Denmark,DNK,31/01/2015,28
Estonia,EST,31/01/2015,28
Finland,FIN,31/01/2015,28
France,FRA,31/01/2015,41.62
Germany,DEU,31/01/2015,29.78
Greece,GRC,31/01/2015,51.39
Hungary,HUN,31/01/2015,33.13
Italy,ITA,31/01/2015,51.17
Latvia,LVA,31/01/2015,38.23
Lithuania,LTU,31/01/2015,38.23
Luxembourg,LUX,31/01/2015,29.78
Netherlands,NLD,31/01/2015,41.34
Norway,NOR,31/01/2015,28.06
Poland,POL,31/01/2015,32.26
Portugal,PRT,31/01/2015,20.55
Romania,ROU,31/01/2015,22.51
Slovakia,SVK,31/01/2015,29.9
Slovenia,SVN,31/01/2015,30.57
Spain,ESP,31/01/2015,17.39
Sweden,SWE,31/01/2015,28
Switzerland,CHE,31/01/2015,46
Austria,AUT,01/02/2015,29.24
Belgium,BEL,01/02/2015,38.57
Czechia,CZE,01/02/2015,25.92
Denmark,DNK,01/02/2015,27.76
Estonia,EST,01/02/2015,27.76
Finland,FIN,01/02/2015,27.76
France,FRA,01/02/2015,36.38
Germany,DEU,01/02/2015,29.24
Greece,GRC,01/02/2015,42.09
Hungary,HUN,01/02/2015,37.28
Italy,ITA,01/02/2015,40.46
Latvia,LVA,01/02/2015,29.72
Lithuania,LTU,01/02/2015,29.72
Luxembourg,LUX,01/02/2015,29.24
Netherlands,NLD,01/02/2015,38.09
Norway,NOR,01/02/2015,27.97
Poland,POL,01/02/2015,25.79
Portugal,PRT,01/02/2015,17.88
Romania,ROU,01/02/2015,30.39
Slovakia,SVK,01/02/2015,25.92
Slovenia,SVN,01/02/2015,36.92
Spain,ESP,01/02/2015,17.88
Sweden,SWE,01/02/2015,27.76
Switzerland,CHE,01/02/2015,38.45
Austria,AUT,02/02/2015,42.47
Belgium,BEL,02/02/2015,54.18
Czechia,CZE,02/02/2015,37.77
Denmark,DNK,02/02/2015,33.61
Estonia,EST,02/02/2015,34.97
Finland,FIN,02/02/2015,34.97
France,FRA,02/02/2015,54.18
Germany,DEU,02/02/2015,42.47
Greece,GRC,02/02/2015,54.75
Hungary,HUN,02/02/2015,42.2
Italy,ITA,02/02/2015,53.63
Latvia,LVA,02/02/2015,40.42
Lithuania,LTU,02/02/2015,40.42
Luxembourg,LUX,02/02/2015,42.47
Netherlands,NLD,02/02/2015,43.94
Norway,NOR,02/02/2015,32.01
Poland,POL,02/02/2015,39.24
Portugal,PRT,02/02/2015,47.15
Romania,ROU,02/02/2015,42.06
Slovakia,SVK,02/02/2015,38.1
Slovenia,SVN,02/02/2015,50.12
Spain,ESP,02/02/2015,47.8
Sweden,SWE,02/02/2015,34.14
Switzerland,CHE,02/02/2015,53.27
Austria,AUT,03/02/2015,45.76
Belgium,BEL,03/02/2015,56.66
Czechia,CZE,03/02/2015,46.05
Denmark,DNK,03/02/2015,38.6
Estonia,EST,03/02/2015,38.22
Finland,FIN,03/02/2015,37.83
France,FRA,03/02/2015,56.66
Germany,DEU,03/02/2015,45.76
Greece,GRC,03/02/2015,54.93
Hungary,HUN,03/02/2015,46.09
Italy,ITA,03/02/2015,60.06
Latvia,LVA,03/02/2015,42.02
Lithuania,LTU,03/02/2015,42.02
Luxembourg,LUX,03/02/2015,45.76
Netherlands,NLD,03/02/2015,47.21
Norway,NOR,03/02/2015,36.58
Poland,POL,03/02/2015,42.33
Portugal,PRT,03/02/2015,43.43
Romania,ROU,03/02/2015,43.75
Slovakia,SVK,03/02/2015,46.05
Slovenia,SVN,03/02/2015,48.79
Spain,ESP,03/02/2015,43.43
Sweden,SWE,03/02/2015,37.43
Switzerland,CHE,03/02/2015,57.46
Austria,AUT,04/02/2015,48.49
Belgium,BEL,04/02/2015,53.67
Czechia,CZE,04/02/2015,48.35
Denmark,DNK,04/02/2015,44.03
Estonia,EST,04/02/2015,42.71
Finland,FIN,04/02/2015,42.71
France,FRA,04/02/2015,53.67
Germany,DEU,04/02/2015,48.49
Greece,GRC,04/02/2015,51.78
Hungary,HUN,04/02/2015,48.78
Italy,ITA,04/02/2015,56.76
Latvia,LVA,04/02/2015,44.21
Lithuania,LTU,04/02/2015,44.21
Luxembourg,LUX,04/02/2015,48.49
Netherlands,NLD,04/02/2015,48.75
Norway,NOR,04/02/2015,43.01
Poland,POL,04/02/2015,41.76
Portugal,PRT,04/02/2015,39.3
Romania,ROU,04/02/2015,32.59
Slovakia,SVK,04/02/2015,48.35
Slovenia,SVN,04/02/2015,49.15
Spain,ESP,04/02/2015,39.3
Sweden,SWE,04/02/2015,43.32
Switzerland,CHE,04/02/2015,56.83
Austria,AUT,05/02/2015,43.57
Belgium,BEL,05/02/2015,52.53
Czechia,CZE,05/02/2015,44.61
Denmark,DNK,05/02/2015,39.79
Estonia,EST,05/02/2015,38.03
Finland,FIN,05/02/2015,38.03
France,FRA,05/02/2015,52.53
Germany,DEU,05/02/2015,43.57
Greece,GRC,05/02/2015,55.21
Hungary,HUN,05/02/2015,45.04
Italy,ITA,05/02/2015,56.57
Latvia,LVA,05/02/2015,42.33
Lithuania,LTU,05/02/2015,42.33
Luxembourg,LUX,05/02/2015,43.57
Netherlands,NLD,05/02/2015,44.6
Norway,NOR,05/02/2015,36.39
Poland,POL,05/02/2015,40.02
Portugal,PRT,05/02/2015,43.24
Romania,ROU,05/02/2015,42.97
Slovakia,SVK,05/02/2015,44.61
Slovenia,SVN,05/02/2015,45.1
Spain,ESP,05/02/2015,43.18
Sweden,SWE,05/02/2015,37.46
Switzerland,CHE,05/02/2015,54.63
Austria,AUT,06/02/2015,39.29
Belgium,BEL,06/02/2015,52.09
Czechia,CZE,06/02/2015,39.71
Denmark,DNK,06/02/2015,33.85
Estonia,EST,06/02/2015,33.1
Finland,FIN,06/02/2015,33.1
France,FRA,06/02/2015,52.09
Germany,DEU,06/02/2015,39.29
Greece,GRC,06/02/2015,45.49
Hungary,HUN,06/02/2015,39.71
Italy,ITA,06/02/2015,53.54
Latvia,LVA,06/02/2015,39.85
Lithuania,LTU,06/02/2015,40.06
Luxembourg,LUX,06/02/2015,39.29
Netherlands,NLD,06/02/2015,45.73
Norway,NOR,06/02/2015,30.42
Poland,POL,06/02/2015,38.47
Portugal,PRT,06/02/2015,46.64
Romania,ROU,06/02/2015,21.82
Slovakia,SVK,06/02/2015,39.71
Slovenia,SVN,06/02/2015,39.47
Spain,ESP,06/02/2015,46.64
Sweden,SWE,06/02/2015,32.7
Switzerland,CHE,06/02/2015,51.3
Austria,AUT,07/02/2015,25.52
Belgium,BEL,07/02/2015,52.49
Czechia,CZE,07/02/2015,25.18
Denmark,DNK,07/02/2015,23.62
Estonia,EST,07/02/2015,27.33
Finland,FIN,07/02/2015,26.9
France,FRA,07/02/2015,52.49
Germany,DEU,07/02/2015,25.52
Greece,GRC,07/02/2015,56.05
Hungary,HUN,07/02/2015,40.39
Italy,ITA,07/02/2015,53.66
Latvia,LVA,07/02/2015,31.69
Lithuania,LTU,07/02/2015,31.69
Luxembourg,LUX,07/02/2015,25.52
Netherlands,NLD,07/02/2015,47.21
Norway,NOR,07/02/2015,27.02
Poland,POL,07/02/2015,33.1
Portugal,PRT,07/02/2015,52.96
Romania,ROU,07/02/2015,29.49
Slovakia,SVK,07/02/2015,26.56
Slovenia,SVN,07/02/2015,36.94
Spain,ESP,07/02/2015,52.96
Sweden,SWE,07/02/2015,26.53
Switzerland,CHE,07/02/2015,49.46
Austria,AUT,08/02/2015,13.33
Belgium,BEL,08/02/2015,48.29
Czechia,CZE,08/02/2015,15.76
Denmark,DNK,08/02/2015,17.44
Estonia,EST,08/02/2015,27.54
Finland,FIN,08/02/2015,27.54
France,FRA,08/02/2015,48.29
Germany,DEU,08/02/2015,13.33
Greece,GRC,08/02/2015,50.7
Hungary,HUN,08/02/2015,19.61
Italy,ITA,08/02/2015,44.62
Latvia,LVA,08/02/2015,33.68
Lithuania,LTU,08/02/2015,33.68
Luxembourg,LUX,08/02/2015,13.33
Netherlands,NLD,08/02/2015,42.21
Norway,NOR,08/02/2015,27.27
Poland,POL,08/02/2015,24.75
Portugal,PRT,08/02/2015,39.55
Romania,ROU,08/02/2015,19.61
Slovakia,SVK,08/02/2015,15.76
Slovenia,SVN,08/02/2015,25.68
Spain,ESP,08/02/2015,39.55
Sweden,SWE,08/02/2015,26.83
Switzerland,CHE,08/02/2015,45.44
Austria,AUT,09/02/2015,27.93
Belgium,BEL,09/02/2015,62.04
Czechia,CZE,09/02/2015,29.1
Denmark,DNK,09/02/2015,26.26
Estonia,EST,09/02/2015,39.79
Finland,FIN,09/02/2015,39.79
France,FRA,09/02/2015,62.04
Germany,DEU,09/02/2015,27.93
Greece,GRC,09/02/2015,52.35
Hungary,HUN,09/02/2015,33.7
Italy,ITA,09/02/2015,56.99
Latvia,LVA,09/02/2015,42.73
Lithuania,LTU,09/02/2015,42.73
Luxembourg,LUX,09/02/2015,27.93
Netherlands,NLD,09/02/2015,47.38
Norway,NOR,09/02/2015,27.99
Poland,POL,09/02/2015,36.45
Portugal,PRT,09/02/2015,52.34
Romania,ROU,09/02/2015,33.7
Slovakia,SVK,09/02/2015,30.62
Slovenia,SVN,09/02/2015,36.19
Spain,ESP,09/02/2015,52.27
Sweden,SWE,09/02/2015,28.42
Switzerland,CHE,09/02/2015,63.01
Austria,AUT,10/02/2015,44.4
Belgium,BEL,10/02/2015,62.09
Czechia,CZE,10/02/2015,41.84
Denmark,DNK,10/02/2015,29.44
Estonia,EST,10/02/2015,33.4
Finland,FIN,10/02/2015,33.4
France,FRA,10/02/2015,62.09
Germany,DEU,10/02/2015,44.4
Greece,GRC,10/02/2015,52.94
Hungary,HUN,10/02/2015,43.86
Italy,ITA,10/02/2015,58.95
Latvia,LVA,10/02/2015,40.21
Lithuania,LTU,10/02/2015,40.21
Luxembourg,LUX,10/02/2015,44.4
Netherlands,NLD,10/02/2015,46.87
Norway,NOR,10/02/2015,28.22
Poland,POL,10/02/2015,39.92
Portugal,PRT,10/02/2015,60.16
Romania,ROU,10/02/2015,39.33
Slovakia,SVK,10/02/2015,41.84
Slovenia,SVN,10/02/2015,42.22
Spain,ESP,10/02/2015,60.18
Sweden,SWE,10/02/2015,29.09
Switzerland,CHE,10/02/2015,59.3
Austria,AUT,11/02/2015,48.58
Belgium,BEL,11/02/2015,55.88
Czechia,CZE,11/02/2015,46.44
Denmark,DNK,11/02/2015,40.2
Estonia,EST,11/02/2015,34.14
Finland,FIN,11/02/2015,34.14
France,FRA,11/02/2015,55.88
Germany,DEU,11/02/2015,48.58
Greece,GRC,11/02/2015,55.95
Hungary,HUN,11/02/2015,47.09
Italy,ITA,11/02/2015,60.46
Latvia,LVA,11/02/2015,40.14
Lithuania,LTU,11/02/2015,40.14
Luxembourg,LUX,11/02/2015,48.58
Netherlands,NLD,11/02/2015,50.34
Norway,NOR,11/02/2015,28.7
Poland,POL,11/02/2015,41.79
Portugal,PRT,11/02/2015,64.29
Romania,ROU,11/02/2015,31.37
Slovakia,SVK,11/02/2015,46.44
Slovenia,SVN,11/02/2015,47.56
Spain,ESP,11/02/2015,64.29
Sweden,SWE,11/02/2015,33.46
Switzerland,CHE,11/02/2015,59.82
Austria,AUT,12/02/2015,48.15
Belgium,BEL,12/02/2015,54.24
Czechia,CZE,12/02/2015,44.6
Denmark,DNK,12/02/2015,41.8
Estonia,EST,12/02/2015,38.07
Finland,FIN,12/02/2015,38.07
France,FRA,12/02/2015,54.24
Germany,DEU,12/02/2015,48.15
Greece,GRC,12/02/2015,58.25
Hungary,HUN,12/02/2015,46.49
Italy,ITA,12/02/2015,61.47
Latvia,LVA,12/02/2015,42.65
Lithuania,LTU,12/02/2015,42.65
Luxembourg,LUX,12/02/2015,48.15
Netherlands,NLD,12/02/2015,50.33
Norway,NOR,12/02/2015,28.33
Poland,POL,12/02/2015,39.77
Portugal,PRT,12/02/2015,65.56
Romania,ROU,12/02/2015,39.84
Slovakia,SVK,12/02/2015,44.6
Slovenia,SVN,12/02/2015,44.06
Spain,ESP,12/02/2015,64.91
Sweden,SWE,12/02/2015,36.35
Switzerland,CHE,12/02/2015,53.15
Austria,AUT,13/02/2015,38.61
Belgium,BEL,13/02/2015,48.85
Czechia,CZE,13/02/2015,40.2
Denmark,DNK,13/02/2015,34.42
Estonia,EST,13/02/2015,44.38
Finland,FIN,13/02/2015,44.38
France,FRA,13/02/2015,48.85
Germany,DEU,13/02/2015,38.61
Greece,GRC,13/02/2015,58.55
Hungary,HUN,13/02/2015,43.05
Italy,ITA,13/02/2015,56.83
Latvia,LVA,13/02/2015,46.96
Lithuania,LTU,13/02/2015,46.96
Luxembourg,LUX,13/02/2015,38.61
Netherlands,NLD,13/02/2015,48.59
Norway,NOR,13/02/2015,28.31
Poland,POL,13/02/2015,38.23
Portugal,PRT,13/02/2015,50.73
Romania,ROU,13/02/2015,45.09
Slovakia,SVK,13/02/2015,40.2
Slovenia,SVN,13/02/2015,52.27
Spain,ESP,13/02/2015,50.73
Sweden,SWE,13/02/2015,34.75
Switzerland,CHE,13/02/2015,49.63
Austria,AUT,14/02/2015,32.74
Belgium,BEL,14/02/2015,44.42
Czechia,CZE,14/02/2015,31.22
Denmark,DNK,14/02/2015,28.39
Estonia,EST,14/02/2015,31.29
Finland,FIN,14/02/2015,31.29
France,FRA,14/02/2015,40.41
Germany,DEU,14/02/2015,32.74
Greece,GRC,14/02/2015,62.68
Hungary,HUN,14/02/2015,44.7
Italy,ITA,14/02/2015,59.01
Latvia,LVA,14/02/2015,40.14
Lithuania,LTU,14/02/2015,40.14
Luxembourg,LUX,14/02/2015,32.74
Netherlands,NLD,14/02/2015,44.42
Norway,NOR,14/02/2015,27.39
Poland,POL,14/02/2015,28.77
Portugal,PRT,14/02/2015,38.44
Romania,ROU,14/02/2015,45.97
Slovakia,SVK,14/02/2015,31.22
Slovenia,SVN,14/02/2015,56.03
Spain,ESP,14/02/2015,38.44
Sweden,SWE,14/02/2015,27.46
Switzerland,CHE,14/02/2015,39.93
Austria,AUT,15/02/2015,29.27
Belgium,BEL,15/02/2015,43.65
Czechia,CZE,15/02/2015,27.04
Denmark,DNK,15/02/2015,26.33
Estonia,EST,15/02/2015,28.66
Finland,FIN,15/02/2015,28.66
France,FRA,15/02/2015,41.86
Germany,DEU,15/02/2015,29.27
Greece,GRC,15/02/2015,52.83
Hungary,HUN,15/02/2015,41.19
Italy,ITA,15/02/2015,52.25
Latvia,LVA,15/02/2015,38.34
Lithuania,LTU,15/02/2015,38.34
Luxembourg,LUX,15/02/2015,29.27
Netherlands,NLD,15/02/2015,43.65
Norway,NOR,15/02/2015,26.39
Poland,POL,15/02/2015,28.77
Portugal,PRT,15/02/2015,29.56
Romania,ROU,15/02/2015,41.25
Slovakia,SVK,15/02/2015,27.04
Slovenia,SVN,15/02/2015,36.24
Spain,ESP,15/02/2015,29.56
Sweden,SWE,15/02/2015,26.33
Switzerland,CHE,15/02/2015,41.35
Austria,AUT,16/02/2015,35.63
Belgium,BEL,16/02/2015,54.93
Czechia,CZE,16/02/2015,37.62
Denmark,DNK,16/02/2015,27.59
Estonia,EST,16/02/2015,37.15
Finland,FIN,16/02/2015,37.15
France,FRA,16/02/2015,54.93
Germany,DEU,16/02/2015,35.63
Greece,GRC,16/02/2015,69.24
Hungary,HUN,16/02/2015,44.76
Italy,ITA,16/02/2015,55.77
Latvia,LVA,16/02/2015,39.64
Lithuania,LTU,16/02/2015,39.64
Luxembourg,LUX,16/02/2015,35.63
Netherlands,NLD,16/02/2015,52.45
Norway,NOR,16/02/2015,27.58
Poland,POL,16/02/2015,34.42
Portugal,PRT,16/02/2015,51.06
Romania,ROU,16/02/2015,38.06
Slovakia,SVK,16/02/2015,43.83
Slovenia,SVN,16/02/2015,38.36
Spain,ESP,16/02/2015,51.06
Sweden,SWE,16/02/2015,27.63
Switzerland,CHE,16/02/2015,54.73
Austria,AUT,17/02/2015,43
Belgium,BEL,17/02/2015,49.86
Czechia,CZE,17/02/2015,44.04
Denmark,DNK,17/02/2015,34.95
Estonia,EST,17/02/2015,38.07
Finland,FIN,17/02/2015,38.07
France,FRA,17/02/2015,49.86
Germany,DEU,17/02/2015,43
Greece,GRC,17/02/2015,55.13
Hungary,HUN,17/02/2015,44.24
Italy,ITA,17/02/2015,52.92
Latvia,LVA,17/02/2015,41.06
Lithuania,LTU,17/02/2015,41.06
Luxembourg,LUX,17/02/2015,43
Netherlands,NLD,17/02/2015,46.78
Norway,NOR,17/02/2015,27.92
Poland,POL,17/02/2015,36.55
Portugal,PRT,17/02/2015,39.38
Romania,ROU,17/02/2015,34.99
Slovakia,SVK,17/02/2015,44.04
Slovenia,SVN,17/02/2015,42.42
Spain,ESP,17/02/2015,39.38
Sweden,SWE,17/02/2015,31.94
Switzerland,CHE,17/02/2015,52.83
Austria,AUT,18/02/2015,43.22
Belgium,BEL,18/02/2015,51.11
Czechia,CZE,18/02/2015,42.31
Denmark,DNK,18/02/2015,27.19
Estonia,EST,18/02/2015,36.64
Finland,FIN,18/02/2015,36.64
France,FRA,18/02/2015,51.11
Germany,DEU,18/02/2015,43.22
Greece,GRC,18/02/2015,63.94
Hungary,HUN,18/02/2015,45.17
Italy,ITA,18/02/2015,55.63
Latvia,LVA,18/02/2015,41.31
Lithuania,LTU,18/02/2015,41.31
Luxembourg,LUX,18/02/2015,43.22
Netherlands,NLD,18/02/2015,46.24
Norway,NOR,18/02/2015,27.04
Poland,POL,18/02/2015,37.98
Portugal,PRT,18/02/2015,46.79
Romania,ROU,18/02/2015,43.76
Slovakia,SVK,18/02/2015,42.31
Slovenia,SVN,18/02/2015,54.35
Spain,ESP,18/02/2015,46.62
Sweden,SWE,18/02/2015,27.32
Switzerland,CHE,18/02/2015,52.99
Austria,AUT,19/02/2015,37.92
Belgium,BEL,19/02/2015,52.07
Czechia,CZE,19/02/2015,37.63
Denmark,DNK,19/02/2015,25.91
Estonia,EST,19/02/2015,34.27
Finland,FIN,19/02/2015,34.27
France,FRA,19/02/2015,52.07
Germany,DEU,19/02/2015,37.92
Greece,GRC,19/02/2015,63.42
Hungary,HUN,19/02/2015,44.03
Italy,ITA,19/02/2015,57.05
Latvia,LVA,19/02/2015,39.04
Lithuania,LTU,19/02/2015,39.04
Luxembourg,LUX,19/02/2015,37.92
Netherlands,NLD,19/02/2015,46.96
Norway,NOR,19/02/2015,25.96
Poland,POL,19/02/2015,36.77
Portugal,PRT,19/02/2015,56.3
Romania,ROU,19/02/2015,41.63
Slovakia,SVK,19/02/2015,37.76
Slovenia,SVN,19/02/2015,38.18
Spain,ESP,19/02/2015,56.3
Sweden,SWE,19/02/2015,25.91
Switzerland,CHE,19/02/2015,52.96
Austria,AUT,20/02/2015,30.91
Belgium,BEL,20/02/2015,51.31
Czechia,CZE,20/02/2015,33.57
Denmark,DNK,20/02/2015,25.79
Estonia,EST,20/02/2015,32.56
Finland,FIN,20/02/2015,32.56
France,FRA,20/02/2015,50.96
Germany,DEU,20/02/2015,30.91
Greece,GRC,20/02/2015,70.84
Hungary,HUN,20/02/2015,46.05
Italy,ITA,20/02/2015,56.29
Latvia,LVA,20/02/2015,39.67
Lithuania,LTU,20/02/2015,39.67
Luxembourg,LUX,20/02/2015,30.91
Netherlands,NLD,20/02/2015,49.64
Norway,NOR,20/02/2015,25.82
Poland,POL,20/02/2015,38.34
Portugal,PRT,20/02/2015,52.09
Romania,ROU,20/02/2015,46.09
Slovakia,SVK,20/02/2015,33.99
Slovenia,SVN,20/02/2015,45.82
Spain,ESP,20/02/2015,52.09
Sweden,SWE,20/02/2015,25.79
Switzerland,CHE,20/02/2015,49.94
Austria,AUT,21/02/2015,30.69
Belgium,BEL,21/02/2015,48.4
Czechia,CZE,21/02/2015,27.74
Denmark,DNK,21/02/2015,25.89
Estonia,EST,21/02/2015,27.19
Finland,FIN,21/02/2015,27.19
France,FRA,21/02/2015,48.15
Germany,DEU,21/02/2015,30.69
Greece,GRC,21/02/2015,66.19
Hungary,HUN,21/02/2015,36.4
Italy,ITA,21/02/2015,49.16
Latvia,LVA,21/02/2015,37.78
Lithuania,LTU,21/02/2015,37.78
Luxembourg,LUX,21/02/2015,30.69
Netherlands,NLD,21/02/2015,47.38
Norway,NOR,21/02/2015,25.89
Poland,POL,21/02/2015,32.69
Portugal,PRT,21/02/2015,33.83
Romania,ROU,21/02/2015,34.7
Slovakia,SVK,21/02/2015,27.74
Slovenia,SVN,21/02/2015,28.33
Spain,ESP,21/02/2015,33.83
Sweden,SWE,21/02/2015,25.89
Switzerland,CHE,21/02/2015,47.43
Austria,AUT,22/02/2015,32.76
Belgium,BEL,22/02/2015,41.11
Czechia,CZE,22/02/2015,28.94
Denmark,DNK,22/02/2015,25.41
Estonia,EST,22/02/2015,26.02
Finland,FIN,22/02/2015,26.02
France,FRA,22/02/2015,39.58
Germany,DEU,22/02/2015,32.76
Greece,GRC,22/02/2015,59.95
Hungary,HUN,22/02/2015,30.23
Italy,ITA,22/02/2015,50.74
Latvia,LVA,22/02/2015,35.78
Lithuania,LTU,22/02/2015,35.78
Luxembourg,LUX,22/02/2015,32.76
Netherlands,NLD,22/02/2015,40.77
Norway,NOR,22/02/2015,25.57
Poland,POL,22/02/2015,33.33
Portugal,PRT,22/02/2015,16.99
Romania,ROU,22/02/2015,19.07
Slovakia,SVK,22/02/2015,28.94
Slovenia,SVN,22/02/2015,25.84
Spain,ESP,22/02/2015,16.87
Sweden,SWE,22/02/2015,25.54
Switzerland,CHE,22/02/2015,42.3
Austria,AUT,23/02/2015,31.98
Belgium,BEL,23/02/2015,47.34
Czechia,CZE,23/02/2015,32.94
Denmark,DNK,23/02/2015,24.61
Estonia,EST,23/02/2015,27.78
Finland,FIN,23/02/2015,27.78
France,FRA,23/02/2015,46.97
Germany,DEU,23/02/2015,31.98
Greece,GRC,23/02/2015,59.62
Hungary,HUN,23/02/2015,36.09
Italy,ITA,23/02/2015,53.13
Latvia,LVA,23/02/2015,30.47
Lithuania,LTU,23/02/2015,30.47
Luxembourg,LUX,23/02/2015,31.98
Netherlands,NLD,23/02/2015,46.06
Norway,NOR,23/02/2015,25.77
Poland,POL,23/02/2015,32.64
Portugal,PRT,23/02/2015,29.13
Romania,ROU,23/02/2015,33.55
Slovakia,SVK,23/02/2015,35
Slovenia,SVN,23/02/2015,37.91
Spain,ESP,23/02/2015,29.13
Sweden,SWE,23/02/2015,25.62
Switzerland,CHE,23/02/2015,48.24
Austria,AUT,24/02/2015,34.8
Belgium,BEL,24/02/2015,46.23
Czechia,CZE,24/02/2015,33.04
Denmark,DNK,24/02/2015,25.85
Estonia,EST,24/02/2015,33.46
Finland,FIN,24/02/2015,33.46
France,FRA,24/02/2015,46.23
Germany,DEU,24/02/2015,34.8
Greece,GRC,24/02/2015,56.9
Hungary,HUN,24/02/2015,39.23
Italy,ITA,24/02/2015,53.01
Latvia,LVA,24/02/2015,40.47
Lithuania,LTU,24/02/2015,40.47
Luxembourg,LUX,24/02/2015,34.8
Netherlands,NLD,24/02/2015,43.9
Norway,NOR,24/02/2015,25.86
Poland,POL,24/02/2015,25.46
Portugal,PRT,24/02/2015,26.91
Romania,ROU,24/02/2015,39.24
Slovakia,SVK,24/02/2015,36.04
Slovenia,SVN,24/02/2015,49.82
Spain,ESP,24/02/2015,26.91
Sweden,SWE,24/02/2015,25.85
Switzerland,CHE,24/02/2015,49.38
Austria,AUT,25/02/2015,44.33
Belgium,BEL,25/02/2015,49.12
Czechia,CZE,25/02/2015,42.6
Denmark,DNK,25/02/2015,30.11
Estonia,EST,25/02/2015,30.67
Finland,FIN,25/02/2015,30.67
France,FRA,25/02/2015,49.12
Germany,DEU,25/02/2015,44.33
Greece,GRC,25/02/2015,53.74
Hungary,HUN,25/02/2015,43.28
Italy,ITA,25/02/2015,52.98
Latvia,LVA,25/02/2015,41.93
Lithuania,LTU,25/02/2015,41.93
Luxembourg,LUX,25/02/2015,44.33
Netherlands,NLD,25/02/2015,47.22
Norway,NOR,25/02/2015,26.4
Poland,POL,25/02/2015,38.41
Portugal,PRT,25/02/2015,34.23
Romania,ROU,25/02/2015,42.16
Slovakia,SVK,25/02/2015,42.6
Slovenia,SVN,25/02/2015,41.7
Spain,ESP,25/02/2015,34.23
Sweden,SWE,25/02/2015,27.06
Switzerland,CHE,25/02/2015,50.93
Austria,AUT,26/02/2015,37.12
Belgium,BEL,26/02/2015,48.04
Czechia,CZE,26/02/2015,38.11
Denmark,DNK,26/02/2015,26.78
Estonia,EST,26/02/2015,29.18
Finland,FIN,26/02/2015,29.18
France,FRA,26/02/2015,48.03
Germany,DEU,26/02/2015,37.12
Greece,GRC,26/02/2015,54.76
Hungary,HUN,26/02/2015,45.22
Italy,ITA,26/02/2015,55.28
Latvia,LVA,26/02/2015,41.74
Lithuania,LTU,26/02/2015,41.74
Luxembourg,LUX,26/02/2015,37.12
Netherlands,NLD,26/02/2015,47.81
Norway,NOR,26/02/2015,26.07
Poland,POL,26/02/2015,38.06
Portugal,PRT,26/02/2015,40.79
Romania,ROU,26/02/2015,45.47
Slovakia,SVK,26/02/2015,38.11
Slovenia,SVN,26/02/2015,46.99
Spain,ESP,26/02/2015,40.79
Sweden,SWE,26/02/2015,26.46
Switzerland,CHE,26/02/2015,49.47
Austria,AUT,27/02/2015,38.94
Belgium,BEL,27/02/2015,49.56
Czechia,CZE,27/02/2015,40.12
Denmark,DNK,27/02/2015,26.62
Estonia,EST,27/02/2015,31.15
Finland,FIN,27/02/2015,31.15
France,FRA,27/02/2015,48.81
Germany,DEU,27/02/2015,38.94
Greece,GRC,27/02/2015,56.22
Hungary,HUN,27/02/2015,42.78
Italy,ITA,27/02/2015,57.83
Latvia,LVA,27/02/2015,40.02
Lithuania,LTU,27/02/2015,40.02
Luxembourg,LUX,27/02/2015,38.94
Netherlands,NLD,27/02/2015,49.32
Norway,NOR,27/02/2015,25.81
Poland,POL,27/02/2015,38.38
Portugal,PRT,27/02/2015,39.34
Romania,ROU,27/02/2015,42.69
Slovakia,SVK,27/02/2015,40.12
Slovenia,SVN,27/02/2015,39.48
Spain,ESP,27/02/2015,39.34
Sweden,SWE,27/02/2015,26.12
Switzerland,CHE,27/02/2015,51.46
Austria,AUT,28/02/2015,28.81
Belgium,BEL,28/02/2015,46.46
Czechia,CZE,28/02/2015,28.85
Denmark,DNK,28/02/2015,25.86
Estonia,EST,28/02/2015,32.56
Finland,FIN,28/02/2015,25.61
France,FRA,28/02/2015,46.46
Germany,DEU,28/02/2015,28.81
Greece,GRC,28/02/2015,59.87
Hungary,HUN,28/02/2015,38.97
Italy,ITA,28/02/2015,51.62
Latvia,LVA,28/02/2015,40.18
Lithuania,LTU,28/02/2015,40.18
Luxembourg,LUX,28/02/2015,28.81
Netherlands,NLD,28/02/2015,44.56
Norway,NOR,28/02/2015,25.19
Poland,POL,28/02/2015,34.9
Portugal,PRT,28/02/2015,35.02
Romania,ROU,28/02/2015,38.7
Slovakia,SVK,28/02/2015,28.85
Slovenia,SVN,28/02/2015,40.59
Spain,ESP,28/02/2015,35.02
Sweden,SWE,28/02/2015,25.66
Switzerland,CHE,28/02/2015,48.52
Austria,AUT,01/03/2015,11.01
